"","person","genero","politico","agno_nacimiento"
"5226","Ludwig Zeller","masculino",0,1927
"5227","Luis Alberto Acuña Gatillon","masculino",0,1927
"5228","Alberto Achacaz Walakial","masculino",0,1929
"5229","Humberto Duvauchelle","masculino",0,1929
"5230","Jorge Romero","masculino",0,1929
"5231","Osvaldo Jeldres","masculino",0,1929
"5232","Raúl de Ramón","masculino",0,1929
"5233","Guillermo Núñez","masculino",0,1930
"5234","Fernando Rosas Pfingsthorn","masculino",0,1931
"5235","José Casals","masculino",0,1931
"5236","Pepe Fuentes","masculino",0,1931
"5237","Raúl Valdivieso","masculino",0,1931
"5238","Sergio Sauvalle","masculino",0,1931
"5239","Fernando Farías","masculino",0,1932
"5240","Héctor Pavez","masculino",0,1932
"5241","Luis Rivano","masculino",0,1932
"5242","Pedro Chaskel","masculino",0,1932
"5243","Ernesto Guarda Carrasco","masculino",0,1933
"5244","Luis ""Checho"" González","masculino",0,1933
"5245","Walter Garib","masculino",0,1933
"5246","Germán Marín","masculino",0,1934
"5247","Mandolino","masculino",0,1934
"5248","Miguel Rojas Mix","masculino",0,1934
"5249","Chino Urquidi","masculino",0,1935
"5250","Mago Larraín","masculino",0,1935
"5251","Milan Ivelic Kusanovic","masculino",0,1935
"5252","Pedro Humire","masculino",0,1935
"5253","Jorge Gajardo","masculino",1,1936
"5254","Poli Délano","masculino",0,1936
"5255","Rosamel Araya","masculino",0,1936
"5256","Jorge Yáñz","masculino",0,1937
"5257","Roberto Edwards Eastman","masculino",0,1937
"5258","Bernardino Bravo Lira","masculino",0,1938
"5259","Ernesto Fontecilla","masculino",0,1938
"5260","Juan Azúa","masculino",0,1938
"5261","Federico Schopf","masculino",0,1940
"5262","Luis Poirot","masculino",0,1940
"5263","Mario Irarrázabal","masculino",0,1940
"5264","John Dinges","masculino",0,1941
"5265","Patricio Court","masculino",0,1941
"5266","Adriano Castillo","masculino",1,1941
"5267","Gaspar Galaz Capechiacci","masculino",0,1941
"5268","Ramón Núñez Villarroel","masculino",0,1941
"5269","Helio Gallardo","masculino",0,1942
"5270","Jaime Quezada","masculino",0,1942
"5271","Willy Bascuñán","masculino",0,1942
"5272","Jorge Vidal","masculino",0,1943
"5273","Ernesto Carmona Ulloa","masculino",0,1943
"5274","Eugenio Dittborn","masculino",0,1943
"5275","Juan Subercaseaux","masculino",0,1943
"5276","Luis Dimas","masculino",0,1943
"5277","Marcelo Tomás Montecino Slaughter","masculino",0,1943
"5278","Álvaro Peña-Rojas","masculino",0,1943
"5279","José Ángel Cuevas","masculino",0,1944
"5280","Manuel Fuentes Wendling","masculino",1,1944
"5281","Roberto Lecaros","masculino",0,1944
"5282","Tommy Rey","masculino",0,1944
"5283","Waldo Rojas","masculino",0,1944
"5284","Zerreitug","masculino",0,1944
"5285","Alfredo Saint-Jean Domic","masculino",0,1945
"5286","Patricio Renán","masculino",0,1945
"5287","Rodrigo Lira","masculino",0,1945
"5288","Horacio Saavedra Núñez","masculino",1,1946
"5289","José Soza","masculino",0,1946
"5290","Néstor Olhagaray","masculino",0,1946
"5291","Pedro Yáñez","masculino",0,1946
"5292","Cristián Valdés Pascal","masculino",0,1947
"5293","Gonzalo Díaz Cuevas","masculino",0,1947
"5294","Jorge Coulón","masculino",0,1947
"5295","José Alfredo Fuentes","masculino",0,1947
"5296","Óscar Hernández","masculino",0,1947
"5297","César Castillo","masculino",0,1948
"5298","José Seves","masculino",0,1948
"5299","Marcelo Hernández","masculino",0,1948
"5300","Wildo","masculino",0,1948
"5301","José Secall","masculino",0,1949
"5302","Juan Bosco Maino Canales","masculino",0,1949
"5303","Miguel Laborde","masculino",0,1949
"5304","Adrián Santini","masculino",0,1950
"5305","Carlos Cociña","masculino",0,1950
"5306","Guillermo Basterrechea","masculino",0,1950
"5307","Juan Antonio Massone","masculino",0,1950
"5308","Mario Banic","masculino",0,1950
"5309","Osvaldo Peña","masculino",0,1950
"5310","Mario Argandoña","masculino",0,1950
"5311","Alejandro Guarello","masculino",0,1951
"5312","Andrés Pérez Araya","masculino",0,1951
"5313","Diego Maquieira","masculino",0,1951
"5314","Edward Rojas Vega","masculino",0,1951
"5315","Roberto Márquez","masculino",0,1951
"5316","Cristián García-Huidobro","masculino",0,1952
"5317","Francisco Smythe","masculino",0,1952
"5318","Hugo Moraga","masculino",0,1952
"5319","Lautaro Díaz","masculino",0,1953
"5320","Osvaldo Torres","masculino",0,1953
"5321","Óscar Gacitúa","masculino",0,1953
"5322","Gustavo Ross Arnello","masculino",0,1954
"5323","Jorge Montealegre Iturra","masculino",0,1954
"5324","Osvaldo Ulloa Sánchez","masculino",0,1954
"5325","Ricardo Astorga","masculino",0,1954
"5326","Gustavo Graef Marino","masculino",0,1955
"5327","Marcelo Mellado","masculino",0,1955
"5328","Felipe Berríos","masculino",0,1956
"5329","Jesús Inostroza","masculino",0,1956
"5330","Palolo Valdés","masculino",0,1956
"5331","Pedro Vicuña","masculino",0,1956
"5332","Sandro Larenas","masculino",0,1956
"5333","Ascanio Cavallo","masculino",0,1957
"5334","José María Memet","masculino",0,1957
"5335","Manuel Andros","masculino",0,1957
"5336","Roberto Scherson","masculino",0,1957
"5337","Óscar Andrade","masculino",0,1957
"5338","Alejandro Lavquén","masculino",0,1959
"5339","Gigi Martin","masculino",0,1959
"5340","Palta Meléndez","masculino",0,1959
"5341","Claudio Reyes","masculino",1,1960
"5342","Dino Gordillo","masculino",0,1960
"5343","El Monteaguilino (folclorista chileno)","masculino",0,1960
"5344","Francisco José Urzúa Prieto","masculino",0,1960
"5345","José Teiguel","masculino",0,1960
"5346","Luis Alberto Tamayo","masculino",0,1960
"5347","Sergio Rojas","masculino",0,1960
"5348","Cristián Warnken","masculino",0,1961
"5349","Claudio Arredondo","masculino",1,1962
"5350","Luis Bernardo Oyarzún","masculino",0,1963
"5351","Marcial Tagle","masculino",0,1963
"5352","Tito Matamala","masculino",0,1963
"5353","Leopoldo Martínez Nucete","masculino",1,1964
"5354","Osvaldo Strongoli","masculino",0,1964
"5355","Cuti Aste","masculino",0,1965
"5356","Pablo Chiuminatto","masculino",0,1965
"5357","Roberto Orellana","masculino",0,1965
"5358","Víctor Hugo Díaz","masculino",0,1965
"5359","Mauricio Flores","masculino",0,1966
"5360","Yuri Pérez","masculino",0,1966
"5361","Francisco Véjar","masculino",0,1967
"5362","Jaime Luis Huenún","masculino",0,1967
"5363","Jorge Alís","masculino",0,1967
"5364","Pablo Macaya","masculino",0,1967
"5365","Roberto Lindl","masculino",0,1967
"5366","Mauricio Basualto","masculino",0,1968
"5367","Paul Vásquez","masculino",0,1968
"5368","Ramón Llao","masculino",0,1968
"5369","Alberto Rojas Moscoso","masculino",0,1970
"5370","Patricio Navia","masculino",0,1970
"5371","Eloy Alquinta","masculino",0,1971
"5372","Tata Barahona","masculino",0,1971
"5373","Yanko González","masculino",0,1971
"5374","Gonzalo Vivanco","masculino",0,1972
"5375","Javier Bello","masculino",0,1972
"5376","Julio Jung Duvauchelle","masculino",0,1972
"5377","Carlos Díaz (actor chileno)","masculino",0,1973
"5378","Chris Carpentier","masculino",0,1973
"5379","Claudio González","masculino",0,1973
"5380","Cristián Heyne","masculino",0,1973
"5381","Nino Muñoz","masculino",0,1973
"5382","Alexitico","masculino",0,1974
"5383","Andrés Anwandter","masculino",0,1974
"5384","Andrés de León","masculino",0,1974
"5385","Felipe Ilabaca","masculino",0,1974
"5386","Gregorio González Nicolini","masculino",0,1974
"5387","Hugo Eduardo Herrera","masculino",0,1974
"5388","Juan Cristóbal Romero","masculino",0,1974
"5389","Álvaro Espinoza","masculino",0,1974
"5390","Cristián Alejandro Pérez Oyarzo","masculino",0,1975
"5391","Felipe Ríos","masculino",0,1975
"5392","Gonzalo Maza","masculino",0,1975
"5393","José Ignacio Martínez","masculino",0,1975
"5394","José Luis Flores Letelier","masculino",0,1975
"5395","Nicolás Saavedra","masculino",0,1975
"5396","Pedro Montealegre Latorre","masculino",0,1975
"5397","Camilo Salinas","masculino",0,1976
"5398","Carlos Pérez (guitarrista chileno)","masculino",0,1976
"5399","Matías Leonicio","masculino",0,1976
"5400","Pablo Ilabaca","masculino",0,1976
"5401","Eduardo Ibeas","masculino",0,1977
"5402","Franco Scianca","masculino",0,1977
"5403","Galo Ghigliotto","masculino",0,1977
"5404","Giovanni Falchetti","masculino",0,1977
"5405","Hugo Covarrubias","masculino",0,1977
"5406","Christian Henríquez","masculino",0,1978
"5407","Eduardo Bertrán","masculino",0,1978
"5408","Juan Ignacio Sabatini","masculino",0,1978
"5409","Lucio Rojas","masculino",0,1978
"5410","Pedropiedra","masculino",0,1978
"5411","Ricardo Fernández Flores","masculino",0,1978
"5412","Tea-Time","masculino",0,1978
"5413","Héctor Hernández Montecinos","masculino",0,1979
"5414","Ignacio Achurra","masculino",0,1979
"5415","Ignacio Fritz","masculino",0,1979
"5416","Mario Velasco","masculino",0,1979
"5417","Rodrigo Díaz (bailarín)","masculino",0,1979
"5418","Rodrigo Guzmán Yacsich","masculino",0,1979
"5419","Felipe Contreras","masculino",0,1980
"5420","Juan David Rodríguez","masculino",0,1980
"5421","Pablo Cerda","masculino",0,1980
"5422","Sergio Freire","masculino",0,1980
"5423","Mario Guerrero","masculino",0,1981
"5424","Mauricio Nader","masculino",0,1981
"5425","Pedro Ruminot","masculino",0,1981
"5426","Botota Fox","masculino",0,1982
"5427","Eduardo Paxeco","masculino",0,1982
"5428","Etienne Bobenrieth","masculino",0,1982
"5429","Gonzalo López","masculino",0,1982
"5430","Ignacio Garmendia","masculino",0,1982
"5431","Nicolás Poblete","masculino",0,1982
"5432","Pablo Paredes Muñoz","masculino",0,1982
"5433","Pali (cantante)","masculino",0,1982
"5434","Arianda Sodi","masculino",0,1983
"5435","Daniel Hidalgo","masculino",0,1983
"5436","Daniel Rojas","masculino",0,1983
"5437","Fernando Guzzoni","masculino",0,1983
"5438","Leonardo Medel","masculino",0,1983
"5439","Philippe Trillat","masculino",0,1983
"5440","André Ubilla","masculino",0,1984
"5441","Damián Bodenhöfer","masculino",0,1984
"5442","Guillermo Lorca García-Huidobro","masculino",0,1984
"5443","Cristóbal Briceño","masculino",0,1985
"5444","Gastón Salgado","masculino",0,1985
"5445","Martín del Real","masculino",0,1985
"5446","Sergio Járlaz","masculino",0,1985
"5447","Julio César Serrano","masculino",0,1986
"5448","Sebastián Videla","masculino",1,1986
"5449","Antonio Campos","masculino",0,1987
"5450","Carlos Azócar","masculino",0,1987
"5451","Felipe Álvarez","masculino",0,1987
"5452","Ignacio Susperreguy","masculino",0,1987
"5453","Ismael Oddó Arrarás","masculino",0,1987
"5454","Juan Zamorano","masculino",0,1987
"5455","Luz Violeta","masculino",0,1987
"5456","Pedro Campos Di Girolamo","masculino",0,1988
"5457","Sebastián Ayala","masculino",0,1988
"5458","Fabrizio Copano","masculino",0,1989
"5459","Francisco Dañobeitia","masculino",0,1991
"5460","Simón Pesutic","masculino",0,1993
"5461","Gianluca","masculino",0,1996
"5462","Pailita","masculino",0,2000
"5463","Cris MJ","masculino",0,2001
"5464","Marco Urrutia","masculino",0,2002
"5465","Lorenzo Mújica","masculino",0,NA
"5466","Manuel Antonio Carmona Fonseca","masculino",1,1810
"5467","Nicanor Letelier Cruz","masculino",1,1817
"5468","Eduardo de Lapeyrouse","masculino",0,1821
"5469","Luis Valenzuela Guzmán","masculino",1,1825
"5470","Nicanor Rojas Bravo","masculino",1,1830
"5471","Adolfo Valderrama Sáenz de la Peña","masculino",1,1834
"5472","Wenceslao Díaz Gallegos","masculino",0,1834
"5473","Gustavo Heyermann","masculino",0,1834
"5474","Francisco J. San Román","masculino",0,1837
"5475","José Ignacio Vergara","masculino",1,1837
"5476","Domingo Fernández Puelma","masculino",1,1841
"5477","Eloy Cortínez Fuentes","masculino",1,1841
"5478","Juan Eduardo Fehrman","masculino",0,1845
"5479","Diego San Cristóbal","masculino",0,1846
"5480","Eduardo Cortínez Fuentes","masculino",1,1849
"5481","Jenaro Lisboa Huerta","masculino",1,1850
"5482","Domingo Víctor Santa María","masculino",1,1854
"5483","Diego Bahamonde Larenas","masculino",1,1856
"5484","Williams Bartlett Calvert","masculino",0,1856
"5485","Víctor Ríos Ruiz","masculino",1,1863
"5486","Enrique Deformes","masculino",0,1866
"5487","Federico Albert","masculino",0,1867
"5488","Caupolicán Pardo Correa","masculino",0,1869
"5489","Pedro Lautaro Ferrer","masculino",0,1869
"5490","Eleazar Lezaeta Acharán","masculino",1,1870
"5491","Idelfonso Rivera Alcayaga","masculino",1,1871
"5492","Luis Calvo Mackenna","masculino",0,1872
"5493","Marcial Ramón Espinosa Bustos","masculino",0,1874
"5494","Miguel Letelier Espínola","masculino",1,1883
"5495","Luis Acevedo Acevedo","masculino",0,1885
"5496","Enrique Madrid Osorio","masculino",1,1886
"5497","Domingo Matte Larraín","masculino",1,1889
"5498","Luis Omar Page","masculino",0,1889
"5499","Jorge Bustos León","masculino",1,1890
"5500","Leonardo Guzmán Cortés","masculino",1,1890
"5501","Isauro Torres Cereceda","masculino",1,1893
"5502","Federico Corssen Decher","masculino",0,1895
"5503","Arturo Bianchi Gundián","masculino",1,1897
"5504","Sótero del Río","masculino",1,1900
"5505","Adolfo Matthei Schwarzenberg","masculino",0,1902
"5506","Arturo Maschke","masculino",0,1902
"5507","Raúl Brañes Farmer","masculino",1,1903
"5508","Gustavo Loyola Vásquez","masculino",1,1904
"5509","Óscar Marín","masculino",1,1905
"5510","Herbert Appel","masculino",0,1907
"5511","Héctor Mardones","masculino",0,1907
"5512","Francisco Rojas Villegas","masculino",1,1909
"5513","Manuel Antonio Garretón Walker","masculino",1,1909
"5514","Francisco Eduardo Aedo Carrasco","masculino",0,1910
"5515","Juan Borchers","masculino",0,1910
"5516","Jaime Barros Pérez Cotapos","masculino",1,1911
"5517","Gabriel Gasic","masculino",0,1912
"5518","Manuel José Irarrázaval Larraín","masculino",1,1912
"5519","Raúl Sáez","masculino",0,1913
"5520","Augusto Edmundo Lobo Barrientos","masculino",1,1914
"5521","Gustavo Monckeberg Barros","masculino",1,1914
"5522","Tomás Reyes Vicuña","masculino",1,1914
"5523","Luis Escobar Astaburuaga","masculino",1,1915
"5524","Ernesto Ayala","masculino",0,1916
"5525","Humberto Magliochetti","masculino",1,1918
"5526","Guillermo Mann","masculino",0,1919
"5527","Mauricio Jungk","masculino",1,1921
"5528","Danko Brncic","masculino",0,1922
"5529","Jorge Sabat Gozalo","masculino",1,1922
"5530","Miguel Eyquem Astorga","masculino",0,1922
"5531","Arturo Arias Suárez","masculino",0,1923
"5532","Héctor Olivares Solís","masculino",1,1924
"5533","Renato Poblete","masculino",0,1924
"5534","Jaime Zipper","masculino",0,1926
"5535","Jorge Kaplán","masculino",1,1926
"5536","Mario Hamuy Berr","masculino",1,1926
"5537","Fernando Léniz","masculino",0,1927
"5538","Jorge Cabello Pizarro","masculino",1,1927
"5539","Sergio Alemparte Aldunate","masculino",0,1927
"5540","Gonzalo Mardones Restat","masculino",0,1928
"5541","Luis Godoy Gómez","masculino",1,1928
"5542","Miguel Lawner","masculino",0,1928
"5543","Clodomiro Fidel Segundo Marticorena","masculino",0,1929
"5544","Fernando Sanhueza Herbage","masculino",1,1929
"5545","Isidoro Tohá","masculino",1,1929
"5546","Juan Parrochia","masculino",0,1930
"5547","Carlos Matus","masculino",1,1931
"5548","Christian de Groote","masculino",0,1931
"5549","Eduardo Armstrong","masculino",0,1931
"5550","Jorge Morales Adriasola","masculino",1,1931
"5551","Osvaldo Olguín Zapata","masculino",1,1931
"5552","Rogelio de la Fuente","masculino",1,1931
"5553","Óscar Naranjo Arias","masculino",1,1931
"5554","Leonardo Hagel Arredondo","masculino",1,1932
"5555","Víctor Gubbins Browne","masculino",0,1932
"5556","Eduardo Vargas Herrera","masculino",0,1933
"5557","Daniel Frassinetti","masculino",0,1939
"5558","David  Silberman Gurovich","masculino",0,1939
"5559","Carlos Cáceres Contreras","masculino",0,1940
"5560","Eugenio Ortega","masculino",1,1940
"5561","Fernando Fajnzylber","masculino",0,1940
"5562","Guillermo Mac Millan","masculino",0,1940
"5563","Ignacio Balbontín","masculino",1,1940
"5564","Álvaro Bardón","masculino",1,1940
"5565","Pedro Pablo Rosso","masculino",0,1941
"5566","Juan Ignacio Baixas Figueras","masculino",0,1942
"5567","Salvador Urrutia","masculino",1,1942
"5568","Joaquín Palma","masculino",1,1943
"5569","Sergio Lavanchy","masculino",0,1943
"5570","Víctor Pérez Vera","masculino",0,1943
"5571","Marcelo Concha Bascuñán","masculino",0,1945
"5572","Bartolomé Leal","masculino",0,1946
"5573","Moisés Selman","masculino",0,1946
"5574","Víctor Lobos","masculino",0,1946
"5575","Martín Zilic","masculino",1,1947
"5576","Luis Riveros","masculino",0,1948
"5577","Germán del Sol de Invierno","masculino",0,1949
"5578","Hugo Lavados","masculino",0,1949
"5579","José Zagal","masculino",0,1949
"5580","Juan Sabbagh","masculino",0,1949
"5581","Carlos Alarcón","masculino",1,1950
"5582","Ennio Vivaldi","masculino",0,1950
"5583","Fernando Pérez Oyarzún","masculino",0,1950
"5584","Pablo Piñera Echenique","masculino",1,1950
"5585","José Yáñez Valenzuela","masculino",0,1951
"5586","Julio Dittborn","masculino",1,1951
"5587","Sergio Melnick","masculino",1,1951
"5588","Alfredo Stöhwing","masculino",0,1952
"5589","Carlos Olivares Zepeda","masculino",1,1952
"5590","Iván Arancibia Navarro","masculino",0,1952
"5591","Manuel Marfán","masculino",0,1952
"5592","Gonzalo Duarte","masculino",1,1953
"5593","Herman Núñez","masculino",0,1953
"5594","Raúl Alcaíno","masculino",1,1953
"5595","Víctor Barrueto","masculino",1,1953
"5596","Carlos Mladinic","masculino",1,1954
"5597","Claudio Hohmann","masculino",1,1954
"5598","Álvaro García Hurtado","masculino",0,1954
"5599","Gastón Saavedra","masculino",1,1955
"5600","Alberto Robles","masculino",1,1956
"5601","Diego Muñoz Valenzuela","masculino",0,1956
"5602","Gonzalo Navarrete","masculino",1,1956
"5603","Héctor Gaete Feres","masculino",0,1956
"5604","Luis Castillo Fuenzalida","masculino",1,1957
"5605","Hernán Palma","masculino",1,1958
"5606","Álvaro Erazo","masculino",1,1958
"5607","Juan Pablo Aboitiz","masculino",0,1959
"5608","Kenneth Pugh","masculino",1,1959
"5609","Mahmud Aleuy","masculino",1,1959
"5610","Sergio Lavandero","masculino",0,1959
